,title,artist,lyric,genre
219,겁쟁이의 짝사랑,상수역 1번 출구,"멀리서 그대 올까 창문 열고 발자국 소리 듣고
새벽까지 그대 편지 써요 전하지도 못하는 편지들

고요한 이 시간에 내 마음만 소란스러운가
가만있지 못해 왜 이러죠 심장소리 크게 들려오죠

다시 심란해진 내 마음 구름 속 달처럼
그대 눈빛이 가리워져 내 맘 바라볼 수 없네요

가슴이 간지러워 사랑이 날 쏘고 달아났나 봐
그대 웃음 한번 보여주면 날아갈 듯 괜찮아질 텐데

다시 심란해진 내 마음 구름 속 달처럼
그대 눈빛이 가리워져 내 맘 바라볼 수 없네요

그래 못난 나를 알아요 한마디 못하죠
매일 밤 나는 다짐하죠 내일 바로 고백하는 나",balad
220,Damage,이의열,"Forgiveness is better than Revenge

니가 원하는 게 뭐야 니가 바라는 게 뭐야
지금까지 날 가지고 논 기분이 들어
어떤 방식으로도 널 용서하지 않을거야
내 앞에서 널 부숴버리고 말거야

날 변하게 했어 너란 여자가
아무 감정조차 느낄 수 가 없도록
오 나는 믿었어 너의 순진한 눈빛을
내가 받은걸 네게 갚아 줄거야

I Got a Damage 돌아가고 싶어
Oh! Damage 난 잊고 싶어
Oh! Damage 잊을 수 가 없어
아직도 널 사랑하나봐

I Got a Damage 정말 미치겠어
Oh Damage 숨 쉴 수가 없어
Oh Damage 너 없이는 한 순간도
숨 쉴 수가 없는 나


내 자신을 탓해 봐도 지난 일을 후회해도
돌이킬 수 없는 시간에 또 후회을 해
무슨 짓을 해서라도 갚아주고 말거라고
셀 수 없을 만큼 기억 속에 너를 죽여

날 변하게 했어 너란 여자가
아무 감정조차 느낄 수 가 없도록
오 나는 믿었어 너의 순진한 눈빛을
내가 받은걸 네게 갚아 줄 거야

I Got a Damage 돌아가고 싶어
Oh Damage 난 잊고 싶어
Oh Damage 잊을 수 가 없어
아직도 널 사랑하나봐

I Got a Damage 정말 미치겠어
Oh Damage 숨 쉴 수가 없어
Oh Damage 너 없이는 한 순간도
숨 쉴 수가 없는 나


내가 그리 우습게 보였나봐
니 멋대로 이용하려고 했어
난 모든 받고 싶었어 내 인생을
망가뜨린 널 만난 댓가가 필요하니깐

I Got a Damage oh oh
Damage ah ah ah Damage ah ah

I Got a Damage 정말 미치겠어
Oh Damage 숨 쉴 수가 없어
Oh Damage 너 없이는 한 순간도
숨 쉴 수가 없는 나

I Got a Damage 다시 돌아와줘
Oh Damage 내게 기회를 줘
Oh Damage 사랑했던 나를 잔인하게
버릴 수 있니

I Got a Damage 다시 안고싶어
Oh Damage 너를 갖고싶어
Oh Damage 너 아니면 다른
사랑조차 할 없는 나

I Got a Damage",balad
221,이제 다 지난 일,닐버드 (NILBUD),"그대 얼굴이 다 지워질 때쯤
가까스로 내 맘도 멈췄죠
하루하루 흘려보내고 나니
힘들었던 일들도 기억 안 나요

그댄 잘 지내나요
그땐 왜 그랬었나요
묻고 싶고 따지고 싶지만 (화내고 싶지만)
이제 다 지난 일

어제 그곳에서 그댈 보았죠
그대와 종종 갔던 카페
하지만 내 손엔
그대 아닌 다른 사람이
난 이렇게 잘 지내고 있어요

그댄 잘 지내나요
그땐 왜 그랬었나요
묻고 싶고 따지고 싶지만 (화내고 싶지만)
이제 다 지난 일

그댄 잘 지냈어야죠
그땐 날 놓았잖아요
잡지도 말고 울지도 말라면서 (차갑게)
왜 그렇게 힘든가요

이미 다 지나버린 일
이제 다 지난 일",balad
222,Psycho,볼빨간사춘기,"널 어쩌면 좋을까
이런 맘은 또 첨이라
Up & Down이 좀 심해
조절이 자꾸 잘 안돼
하나 확실한 건
I don’t play the game

우리 진짜 별나대
그냥 내가 너무 좋아해
넌 그걸 너무 잘 알고
날 쥐락펴락해
나도 마찬가지인걸

우린 참 별나고 이상한 사이야
서로를 부서지게
그리곤 또 껴안아

You got me feeling like a psycho psycho
우릴 보고 말해 자꾸 자꾸
다시 안 볼 듯 싸우다가도
붙어 다니니 말야
이해가 안 간대
웃기지도 않대

맞아 Psycho psycho
서로 좋아 죽는 바보 바보
너 없인 어지럽고 슬퍼져
기운도 막 없어요
둘이 잘 만났대
Hey now we’ll be ok

Hey trouble
경고 따윈 없이 오는 너
I’m original visual
우린 원래 이랬어 Yeah
두렵지는 않아 (흥미로울 뿐)
It’s hot! Let me just hop
어떻게 널 다룰까?

어쩔 줄을 몰라 너를 달래고
매섭게 발로 차도
가끔 내게 미소 짓는 널
어떻게 놓겠어 Ooh

우린 아름답고 참 슬픈 사이야
서로를 빛나게 해
마치 달과 강처럼
그리곤 또 껴안아

You got me feeling like a psycho psycho
우릴 보고 말해 자꾸 자꾸
다시 안 볼 듯 싸우다가도
붙어 다니니 말야
이해가 안 간대
웃기지도 않대

맞아 Psycho psycho
서로 좋아 죽는 바보 바보
너 없인 어지럽고 슬퍼져
기운도 막 없어요
둘이 잘 만났대
Hey now we’ll be ok

Don’t look back
그렇게 우리답게 가보자
난 온몸으로 널 느끼고 있어
Everything will be ok

You got me feeling like a psycho psycho
우릴 보고 말해 자꾸 자꾸
다시 안 볼 듯 싸우다가도
붙어 다니니 말야
이해가 안 간대
웃기지도 않대

맞아 Psycho psycho
서로 좋아 죽는 바보 바보
너 없인 어지럽고 슬퍼져
기운도 막 없어요
둘이 잘 만났대
Hey now we’ll be ok",balad
223,그 사람,이우,"내가 아닌 다른 사람을
사랑하고 있는 널 보며
내 마음이 얼마나 아팠었는지
넌 아마도 모를 거야

비 내리던 밤 전화 넘어
취한듯한 너의 목소리
남잔 왜 그래 울먹이는 너의 말에
위로하는 내 모습은 내가 봐도 서글퍼

그 사람보다 내가 널 더 사랑하는데
왜 난 너에게 편한 사람 거기까지 인 건지
그 사람보다 내가 널 더 사랑한다고
내 마음을 몰라주는 너에게 고백하고 싶어

그 사람이 너를 정말 사랑한다면
누구보다 행복하게 해줘야 하잖아
왜 널 아프게 해 왜 널 힘들게 해
내겐 네가 무엇보다 제일 소중한데

그 사람보다 내가 널 더 사랑하는데
왜 난 너에게 편한 사람 거기까지 인 건지
그 사람보다 내가 널 더 사랑한다고
내 마음을 몰라주는 너에게 고백하고 싶어

꽤 오랫동안 기다려왔어
괜히 어색해질까 봐 겁이 났어
이제는 더 이상 못 참겠어
내가 너의 남자이고 싶어

그 사람 잊고 이젠 내 마음 받아주면 돼
너 하나만 바라보는 내가 여기 있잖아
그 누구보다 내가 너를 사랑한다고
내 마음을 몰라주는 너에게 고백하고 싶어

내가 너를 사랑한다고",balad
224,칵테일 사랑,경서,"마음 울적한 날엔 거리를 걸어보고
향기로운 칵테일에 취해도 보고
한 편의 시가 있는 전시회장도 가고
밤새도록 그리움에 편질 쓰고파

모차르트 피아노 협주곡 21번
그 음악을 내 귓가에 속삭여주며
아침햇살 눈부심에 나를 깨워줄
그런 연인이 내게 있으면

나는 아직 순수함을 느끼고 싶어
어느 작은 우체국 앞 계단에 앉아
프리지아 꽃향기를 내게 안겨줄
그런 연인을 만나봤으면

마음 울적한 날엔 거리를 걸어보고
향기로운 칵테일에 취해도 보고
한 편의 시가 있는 전시회장도 가고
밤새도록 그리움에 편질 쓰고파

모차르트 피아노 협주곡 21번
그 음악을 내 귓가에 속삭여주며
아침햇살 눈부심에 나를 깨워줄
그런 연인이 내게 있으면

나는 아직 순수함을 느끼고 싶어
어느 작은 우체국 앞 계단에 앉아
프리지아 꽃향기를 내게 안겨줄
그런 연인을 만나봤으면

마음 울적한 날엔 거리를 걸어보고
향기로운 칵테일에 취해도 보고
한 편의 시가 있는 전시회장도 가고
밤새도록 그리움에 편질 쓰고파

창밖에는 우울한 비가 내리고 있어
내 마음도 그 비 따라 우울해지네
누가 내게 눈부신 사랑을 가져줄까
이 세상은 나로 인해 아름다운데

마음 울적한 날엔 거리를 걸어보고
향기로운 칵테일에 취해도 보고
한 편의 시가 있는 전시회장도 가고
밤새도록 그리움에 편질 쓰고파",balad
225,하고 싶던 말,후아유,"오늘도 내일도 그대 모습 그리죠
하루를 그대만 기다리는데
매일 밤 수백 번 생각해 봐도
아직 말하기가 내겐 어려운데

너를 사랑하기엔 아직 내가
너에게 부족한 거야
매일 가슴 졸이며 생각하던
너에게 꼭 하고 싶던 말

사랑한다고
좋아한다고
너만 보면 내 심장이 뛰는 걸
말할 수 있어
너에게로 다가가
Oh baby your my love
I'm ready for your love

오늘도 달빛에 그대 모습 그리죠
저 멀리 그대만 바라보는데
매일 밤 수백 번 생각해 봐도
아직 말하기가 내겐 어려운데

너를 사랑하기엔 아직 내가
너에게 부족한 거야
매일 가슴 졸이며 생각하던
너에게 꼭 하고 싶던 말

사랑한다고
좋아한다고
너만 보면 내 심장이 뛰는 걸
말할 수 있어
너에게로 다가가
Oh baby your my love
I'm ready for your love

잠이 들기 전에 네 생각이 나겠지
너의 웃음 짓는 모습이
내일은 말할래
너에게 다가가 사랑해

사랑한다고
좋아한다고
너를 보면 내 심장이 뛰는 걸
말하고 싶어
너에게로 다가가
Oh baby your my love
I'm ready for your love",balad
226,4월의 눈,전상근,"혼자란 게 그리 나쁘진 않아
외롭단 것도 퍽 괜찮을 때도 있으니까 난
난 괜찮아 보여
이제는 걱정 안 해도 돼
놓쳐버린 보통의 날들을 그리워하고
한 줌의 기대가 올 때마다
애를 써 울어버렸어
한동안 괜찮아지니까
4월에 내린 눈을 볼 때면
그렇게 네가 떠올라
그날의 아픈 우리가
매일 따뜻해서 생각지도 못했던
시리도록 차갑던 그날의 밤
날 붙잡으려 애를 쓰는 너, 비겁한 나
서둘러서 맘에 남아있는 너를 털어내고
길었던 날들에 인사를 해
또 아무렇지 않은 것처럼 잘 지내다
4월에 내린 눈을 볼 때면
그렇게 네가 떠올라
그날의 아픈 우리가
매일 따뜻해서 생각지도 못했던
시리도록 차갑던 그날의 난
너를 붙잡으려 해
참 오래 걸렸지 이런 얘기
듣고 싶지 않을까 봐
아직도 난 너무 아파
여전히 이기적인 나라서 미안
돌아갈 수 없단 걸 알면서도
4월에 내릴 눈을 기다려 그곳에서",balad
227,여기서 헤어지면 정말 이별일까 봐,윤원,"또 다른 길에 서있는 우리
어쩌다 너와 난
이렇게 아픈 사이가 됐는지
모르겠어 정말
나의 마지막 사랑이라고
그렇게 믿어왔는데
아니었던 걸까
우리 여기서 헤어지면
정말 이별인 것 같아서
안되는데 이건 정말로
말이 안 되는 일인데
너보다 내가 더 사랑해서
미친 듯이 너를 원하고
널 사랑한다는 말도 못 했어
모르겠어 정말
나의 마지막 사랑이라고
그렇게 믿어왔는데
아니었던 걸까
우리 여기서 헤어지면
정말 이별인 것 같아서
안되는데 이건 정말로
말이 안 되는 일인데
너보다 내가 더 사랑해서
미친 듯이 너를 원하고
널 사랑한다는 말도 못 했어
유난히 길었던 하루
쉽게 잠들지 못하고
너를 그리고 있어
우리 여기서 헤어지면
정말 이별인 것 같아서
안되는데 이건 정말로
말이 안 되는 일인데
너보다 내가 더 사랑해서
미친 듯이 너를 원하고
널 사랑한다는 말도 못 했어
이별까지는 나는 못하겠어",balad
228,LAVA,GYUNA,"I can’t take another lonely night
You know that I need you more
You know that I need you more (yeah)
I’m not giving in without a fight
I’m ready to crash and roar
I’m crumbling down the door

Another night
Imma take it all, now or never
Coming alive
Like I want you more, I want you more
I’ll survive, no I’m not giving in, it’s over
Don’t you know you’re driving me wild
(Like lava)
Brighter, shining brighter than the city
With you running there beside me, come alive
(Like lava)
Higher, getting higher than the heavens
I won’t wait another second, come alive
(Like lava)

Heart beat like you’re getting it all
I’ll catch you whenever you fall
I break through when you’re hitting a wall
(I’ll give you lava)

Concrete, and I’m giving it all
You catch me whenever I fall
Come running whenever I call
(I’ll give you lava)

Baby, I am in your orbit
Tell me this is how you want it
I can’t wait another moment
Now my eyes are wide open
All the stars they can align
When you put your hand in mine
Now I know that it’s our time

Another night
Imma take it all, now or never
Coming alive
Like I want you more, I want you more
I’ll survive, no I’m not giving in, it’s over
Don’t you know you’re driving me wild
(Like lava)
Brighter, shining brighter than the city
With you running there beside me, come alive
(Like lava)
Higher, getting higher than the heavens
I won’t wait another second, come alive
(Like lava)
Heart beat like you’re getting it all
I’ll catch you whenever you fall
I break through when you’re hitting a wall
(I’ll give you lava)

Concrete, and I’m giving it all
You catch me whenever I fall
Come running whenever I call
(I’ll give you lava)",balad
229,익숙할 리 없잖아요,리디아 (Lydia),"사랑했었다고 말하지 말아요 이별은 한순간에 날 무너뜨리니까
아무렇지 않을 그대처럼 강하지 않아요
조금만 천천히 떠나가줘요

닳고 닳은 마음뿐인 나의 모습에 너는 날 숨 쉬게 했고 날 웃게 해줬어
늘 원하고 원해도 내겐 모자라던 너의 사랑이
결국엔 이렇게 내 곁을 떠나 가네

한 번쯤 그대도 이렇게 지치고 지쳐서 주저했을까 힘이 들었을까
이제 와서 그대의 마음을 헤아려보려 해도
부족한 내 모습에 더 미안해져

닳고 닳은 마음뿐인 나의 모습에 너는 날 숨 쉬게 했고 날 웃게 해줬어
늘 원하고 원해도 내겐 모자라던 너의 사랑이
결국엔 이렇게 내 곁을 떠나 가네

헤어짐이 익숙할 리 없잖아요 아무리 후회해도 되돌릴 수는 없어

보고 파도 그리워도 더 참아볼게 그것만이 그대에게 해줄 수 있는 일
미안했다고 아직도 널 많이 그리워한다고
다 지나간 우리 사랑에게 말해",balad
230,사랑하니까,디어밍,"처음부터 알았다면 조금만 덜 사랑할 걸
너의 말 한마디에 웃고 울었던 게 후회가 돼

왜 지금도 니가 보고 싶을까 여전히 널 사랑하나 봐

사랑하고 사랑했던 내가 널 잊을 수 있을까
조심스레 다가왔던 이별의 시간도 이젠 지나칠 수는 없겠지

사랑하고 사랑받던 변해버린 우리 사이
니가 했던 모진 말들이 여전히 날 아프게 해

왜 아직도 니가 보고싶을까 여전히 널 사랑하나봐

사랑하고 사랑했던 내가 널 잊을 수 있을까
조심스레 다가왔던 이별의 시 간도 이젠 지나칠 수는 없겠지

아직도 추억에 살아 여전히 이별일 테지만
매일 기다린다고

사랑하고 사랑했던 내가 널 지울 수 있을까
지금도 난 너와있던 그추억에 살아 이젠 돌아갈 수는 없지만",balad
231,손 잡고 걸을까,전근화 (Weeky1),"바람이 좋은 날 꽤나 따분한 날 아무 생각 없이
그냥 집을 나서 산뜻한 온도와 날 비추는 햇살 한 걸음 내 맘을 따라서

지금 별일이 없다면 따분하게 있다면 집 앞으로 갈게 오늘은 뭔가 달라
모든 게 너무 좋아서 다 꿈만 같은 걸 내 맘과 같다면 우리 손잡고 걸을까?

늘 같은 자리에 서서 기다릴게 아무 생각 없이 네가 볼 수 있게
따뜻한 눈으로 날 보며 웃는 너 한 걸음 더 다가가볼까

지금 별일이 없다면 따분하게 있다면 집 앞으로 갈게 오늘은 뭔가 달라
모든 게 너무 좋아서 다 꿈만 같은 걸 내 맘과 같다면 우리 손잡고 걸을까?

가끔 지치고 힘이 들 때면 눈을 감고서 느낄 수 있게 포근하게 감싸줄게

시간이 멈춘 것 같아 너와 같이 있으면 평범한 일상도 특별한 추억이 돼
모든 게 너무 좋아서 다 꿈만 같은 걸 네 맘도 같다면 우리 손잡고 걸을까?",balad
232,연,전하연,"저 하늘이 놓아
허락된 우리의 인연

바람이 부는대로
띄워 보네 안녕히

모질게 불어와
끊어 놓을 듯 해도

느슨할 새 없게 팽팽히
서롤 당기네

바람아 불어라 훨훨
이 손 꼭 쥘 수 있게

아련히 멀리 날아간다 해도
그대 그림자 드리우리


저 하늘에 놓아
나부낀 우리의 인연

삶에 치여 내달려도
어느새 그댄 내 뒤에 있네

모질게 불어와
끊어 놓을 듯 해도

느슨할 새 없게 팽팽히
서롤 당기네

바람아 불어라 훨훨
이 손 꼭 쥘 수 있게

아련히 멀리 날아간다 해도
그대 그림자 드리우리

바람아 내게 불어라 훨훨
이 맘 꼭 쥘 수 있게

아련히 멀리 날아간다 해도
그대 그림자 드리우리

결국엔 우린 만나 사랑하리",balad
233,마음추락,문시연,"마음이 툭 하고 떨어져요
누군가 내 마음을 좀 주워줘요
밟히고 치이고 구르고 부딪혀서
이러다 내 마음 다 망가지겠어요

마음이 툭 마음이 쿵
마음이 툭 마음이 쿵
마음이 툭

마음이 툭 하고 떨어져요
두고 간 내 마음이 안 보이나요
밟히고 치이고 구르고 부딪혀서
망가진 내 마음 누가 주워가기는 할까요

마음이 툭 마음이 쿵
마음이 툭 마음이 쿵
마음이 툭",balad
234,누워있자,Ai songer,"저녁 빛이 방에 스며들 때,그림자처럼 길어진 나의 외로움.창밖을 바라보며 숨을 쉬어,눈물이 마르기를 기다려.세상의 소음이 멀어질 때,나만의 고요 속으로 빠져들어.

하루의 무게를 내려놓고,조용히 눈을 감아 볼까.이 밤이 다가주는 위로에,잠시나마 나를 맡겨보자.어둠이 내려앉은 이 방에서,내 마음속 깊은 곳을 들여다보아.

그대여, 누워있자,별이 지친 마음을 어루만져.잠시 모든 걸 잊고,이 순간에 안겨 보자.누워있자, 누워있자,오늘의 고통, 내일로 미뤄보자.

감정의 파도가 조용히 가라앉을 때,숨을 크게 쉬고 새로운 꿈을 꿀 거야.희미한 빛 하나 방안을 밝혀주니,희망의 씨앗이 내 마음에 심어져.

그대여, 누워있자,별이 지친 마음을 어루만져.잠시 모든 걸 잊고,이 순간에 안겨 보자.누워있자, 누워있자,누워있자,오늘의 슬픔, 내일에는 잊혀지길.",balad
235,봄은 고양이 같아,리영,"따스한 봄날 고양이처럼
나른한 오후 고양이처럼
너에게 기대 잠들고 싶어 난
네 품은 포근하니까

따뜻한 햇살이 내 등 뒤에서
나를 안아줄 때면
난 녹을 것 같아

조그만 새싹이 나뭇가지에
얼굴을 쏙 내밀 때쯤엔

추었던 겨울이 지나가고
봄 내음 날 때쯤
추었던 온기가 가고
햇살이 반겨와
사랑의 꽃잎을 내게 남겨줬어
벌써 봄이 왔나 봐

따스한 봄날 고양이처럼
나른한 오후 고양이처럼
너에게 기대 잠들고 싶어 난
네 품은 포근하니까

살랑거리는 바람이 오면
네 곁에 안겨 잠들고 싶어
너를 바라보면 웃음이나 정말
봄은 고양이 같은 걸

어둠이 내리는 시간에도
봄 여는 발자국 소리에 난
자꾸 웃음이나 너를 바라보고
꽃잎에 내 맘 전할게

따스한 봄날 고양이처럼
나른한 오후 고양이처럼
너에게 기대 잠들고 싶어 난
네 품은 포근하니까

살랑거리는 바람이 오면
네 곁에 안겨 잠들고 싶어
너를 바라보면 웃음이나 정말
봄은 고양이 같은 걸

봄처럼 예쁜 네가
내 곁에 있는다면
자꾸 웃음이 나와
봄처럼 예쁜 너",balad
236,그냥 이렇게 살아가,이상은,"익숙하게 들었던
그 노래도 듣지 못해 나
너와 헤어지고 난 그 날부터
난 계속 아무 것도 못 해

너를 만나서 행복했던
모든 순간들을 되짚어보며
그냥 이렇게 살아

나를 두고 간 네가 너무 밉지만
너를 향한 마음은 접어지지 않잖아
이렇게 혼자 아파하며 기다리고 있을게
언젠가 내게 찾아와 줘

너와 느꼈던 일분일초
그때 우리 모습 그리워지는
나의 하루하루야

나를 두고 간 네가 너무 밉지만
너를 향한 마음은 접어지지 않잖아
이렇게 혼자 아파하며 기다리고 있을게
언젠가 내게 찾아와 줘

한번쯤 내 생각하며 기억해줄래
우리의 시간들

너와 함께 했었던 추억 속에서
아직까지 그 속에 살아가고 있는데
어떻게 모두 잊어내고 살아갈 수가 있니
하루도 나는 그게 안돼",balad
237,내가 그리운 건 그대일까 그때일까,서민우,"어쩌다 며칠씩 참기 힘들 만큼
눈물이 터지면 그날을 원망해
내가 더 힘든 건 그대 생각보다
더 이상 내 마음이 숨을 쉬지 않는 것 같아

내가 그리운 건 그대일까 그때일까
이만하면 나 웃어도 되잖아

너 때문에 나 이렇게 살아
너 때문에 또 이렇게 아파
매일매일 지옥 같아
떼를 쓴다고 갖지 못할 걸 잘 알지만
비워도 비워도 흘러내리지 않아
내 맘 아니

벼랑 끝에 서있던 나를 잡아주던
따뜻한 너의 손 잊지를 못해
내가 그리운 건 그때의 너보다
매일 웃을 수 있던 내 하루가 그리워서

눈을 볼 때 목소릴 들을 때 알 수 있었어
그날이 우리의 마지막인 걸

너 때문에 나 이렇게 살아
너 때문에 또 이렇게 아파
매일매일 지옥 같아
떼를 쓴다고 갖지 못할 걸 잘 알지만
비워도 비워도 흘러내리지 않아

끝없는 우주 속 무언가의 고요함이
마음 속 편안함이 될 수 있다면
그게 너였으면
니가 힘들면 좋겠어 나 뛰어들어
너의 눈 볼 수 있을 텐데

너 아니면 나 이렇게 살아
너 아니라서 이렇게 아파
매일매일 보고 싶어
떼를 쓴다고 갖지 못할 걸 잘 알지만
비워서 비워서 너를 흘러 보낼래
그대 안녕",balad
238,다시 만나,김은채,"나의 작은 바램은 그대가 살아가는 것

이 모든 게 끝나는 날 우리의 결말은 아프지만

사랑한 날을 뒤로해 이별을 앞둔 나를 맞이하면서

난 기도해 다음 생에 우리 다시 만나

첫눈에 반해 평생을 사랑하고 눈을 감은 뒤에

몇 번을 태어나 우리 다시 만나 사랑하길

이번 생이 지나고 다시 만날 그댈 그리며

사랑한 날을 뒤로해 이별을 앞둔 나를 맞이하면서

난 바랄게 그대와 다시 만날 그날에

난 영원히 그대와 행복한 날을 그릴래

그땐 영원히 그댈 떠나 보내지 않을래

그날을 기다리며 웃으며 보낼게 사랑해",balad
239,Fallin',홍이삭,"너무도 완벽한
너와 그 모든 순간
내겐 가장 빛나던 하루

무수히 많았던
지나온 많은 시간
오로지 그 기억엔 너뿐

오직 피어나, 내 맘
그대라는 들판 위에서만

I'm fallin'
I'm fallin'
지금 이순간 조차
더 깊이 너에게
떨어져 난

You said to me
you told me,
Never going anywhere from me
너없인 아무것도 아닌 나
Falling, Falling, I'm Falling every night and day

뜨겁게 안을게
가득히 마음 담아
처음 그순간 처럼 다시

흐릿한 기억 하나 둘
조금씩 선명하게 기억이나

I'm fallin'
I'm fallin'
지금 이순간 조차
더 깊이, 너에게
떨어져 난

You said to me
you told me,
never going anywhere from me
너없인 아무것도 아닌 나

더 못한 내 마음 표현을
앞으로 남은 모든날
아끼지 않고 너에게 할게

I'm fallin'
I'm fallin'
I hold you
in my heart

I'm fallin'
I'm fallin'
다시한번 너에게
떨어져 내맘",balad
240,귀머거리 인생 (A deaf life),사비나앤드론즈,"I stand, curious, in overdrive
The ocean, came here to depart.
And I said, 'It's cold, So cold outside.'
The ocean's breath, I called it pain,

And you with every color, echo, still on mine.
When you became the shadow, in the cold, ever colder
Gone, with every passing day.

I stand, searching, in moonlit tide,
The waves arrive, ready to hide it.
And I said, 'It's deep, so deep inside.
The ocean's whispers, called them pain,

And you, mirroring hues, echo same as mine.
It’s becoming through the shadow, in the night, ever colder
Lost, with every passing day

I’ve been through shadow with ocean breath
It comes out with everlasting moments
I lay in the bathtub and dropped my ear
It fell into the sewer and flowed in the waves

Everyone called me
(With every color)
The shadow’s dream
(Oh my deaf life)

Everyone called me
(With every color)
The shadow’s dream
Everyone called me",balad
241,종이학,주원탁(JUWONTAK),"나 너를 알고 사랑을 알고
종이학 슬픈 꿈을 알게 되었네

어느날 나의 손에 주었던
키 작은 종이학 한 마리

천번을 접어야만 학이 되는 사연을
나에게 전해주면 울먹이던 너

못다했던 우리들의 사랑노래가
외로운 이 밤도 저 하늘 별 되어
아픈 내 가슴에 맺힌다

천번을 접어야만 학이 되는 사연을
나에게 전해주며 울먹이던 너
못다했던 우리들의 사랑노래가
외로운 이 밤도 저 하늘 별 되어
아픈 내 가슴에 맺힌다

나 너를 알고 사랑을 알고
종이학 슬픈 꿈을 알게 되었네

어느날 나의 손에 주었던
키 작은 종이학 한 마리",balad
242,보고싶어라,빨간의자,"바람이 너무 좋아서
걷고 싶다는 핑계를 꺼내보며
모른 척 따라나서주는
너의 배려에 한참 웃곤 했어

다정히 이름을 불러
알게 해준 행복이라 참 고마워

보고 싶어라 너의 기억에 머물러
불현듯 떠올라 머물고 싶어라
어느새 스며들어 모두 내가 되어
너의 하루를 함께 하고 싶어라

보고 싶어라 네 생각에 잠기어
붉어진 마음에 담기고 싶어라
작은 행복이 되어 겹겹이 쌓이어서
머물고 싶어라


나란히 발을 맞추며
느껴지는 너의 시선에 설레어
망설이다가 내일 또보잔
인사를 하고 돌아서면

보고 싶어라 너의 기억에 머물러
불현듯 떠올라 머물고 싶어라
어느새 스며들어 모두 내가 되어
너의 하루를 함께 하고 싶어라

보고 싶어라 네 생각에 잠기어
붉어진 마음에 담기고 싶어라
작은 행복이 되어 겹겹이 쌓이어서
머물고 싶어라",balad
243,우리 사이에,이인규,"우리 사이에 느리고
오랜 슬픔이 그리고 우울이
나를 괴롭히는 건 생각을
멈출 수 없는 나인 것 같아


원하지 않는 시간에 눈을 뜨고
꿈이 가득한 밤들을 건너가고
나는 언제쯤 너를
내보낼 수 있을지
매일 왜 이러는 건지


비가 내리면 어김없이 찾아와
돌이킬 수 없는 일들을 생각해
너무 멀리 온 건지
아니면 우린 아직 닿지 않은 건지


어제오늘 그리고 내일도
너를 생각하는 소리만 가득해
침묵이 어지러워
맘에도 없는 말이
자꾸 떠오르는 걸
오늘도 그렇게


낡은 기억 저편에서 새어 나온
선명한 너의 말들을 또 곱씹고
나는 또 상처받고
다시 또 위로받고
매일 왜 이러는 건지


비가 내리면 어김없이 찾아와
돌이킬 수 없는 일들을 생각해
너무 멀리 온 건지
아니면 우린 아직 닿지 않은 건지


어제오늘 그리고 내일도
너를 생각하는 소리만 가득해
침묵이 어지러워
맘에도 없는 말이
자꾸 떠오르는 걸
멈출 수 없겠지",balad
244,밤하늘,iWE,"어두운 밤 저 끝에
반짝이는 별 하나
또르륵 또륵 쏟아져 내린다 또륵 또륵
어두운 밤 어딘가
들려오는 빗소리
또르륵 또륵 떨어져 내린다 또륵 또륵
모두가 곤히 잠들어있는 이 시간
나홀로 바라본 까만 밤속에
별 하나 지금도 반짝반짝 빛난다
또륵 또륵 또륵

모두가 곤히 잠들어있는 이 시간
나홀로 바라본 까만 밤속에
별 하나 지금도 반짝반짝 빛난다
또륵 또륵 또륵",balad
245,새로운 길,이혁재,"내를 건너서 숲으로
고개를 넘어서 마을로
어제도 가고 오늘도 갈
나의 길
내를 건너서 숲으로
고개를 넘어서 마을로
어제도 가고 오늘도 갈
새로운 길
민들레가 피고 까치가 날고
아가씨가 지나고 바람 일고
나의 길은 언제나 새로운 길
오늘도, 내일도
나의 길은 언제나 새로운 길
오늘도, 내일도
나의 길은 언제나 새로운 길
오늘도, 내일도
오늘도
내일도
오늘도, 내일도",balad
246,"만일, 다시태어난다면",최자유,"만일 다시 태어난다면
나 하나 바라는 게 있죠
키가 크지 않아도 되고
조금 더뎌도 나는 좋아요
다시 삶이 주어진다면
그때는 멋진 어른 되어
조금만 더 빨리 철들어
껴 안아 주고픈 사람 있어요
어린 맘이
괴로울 때
당신은 더 강하길 바랬고
나보다 깊은
상처를 외면한 채
그댈 탓 하기만했죠
만일 다시 태어난다면
그대와 함께 살고 싶죠
부자집도 아녀도 되고
지금처럼도 나는 좋아요
(간주중)
어린맘이
괴로울 때
당신은 더 강하길 바랬고
나보다 깊은
상처를 외면한 채
그댈 탓 하기만했죠
주말 아침이 오면
그대와 나란히 두 손 잡고
도란도란 이야기하며
함께 걷는 게 나는 좋아요
그러니까 다시 만나도
난 그대 아들이 되고 싶어요
너무 노여워 하진 말아요",balad
